Nom;GPS
ISTOM - Ecole supérieure d'agro-développement international (Angers - 49);47.4785,-0.59901
Lycée G A R A C (Argenteuil - 95);48.9438,2.24542
CFA ECOLE DE COMMERCE ET DE MANAGEMENT CORSICA CCI (Borgo - 20);42.589,9.43009
Lycée de Raoul Georges NICOLO (Basse-Terre - 971);16.01,-61.7434
Lycée Nord Grande Terre (Port-Louis - 971);16.4175,-61.5224
Lycée Léopold BISSOL Métiers de la construction et de l'habitat (Le Lamentin - 972);14.6129,-60.9975
Lycée Centre Sud (Ducos - 972);14.5718,-60.9701
IUT de Kourou (973);5.15834,-52.6523
Lycée Boisjoly Potier (Le Tampon - 974);-21.2497,55.5261
Lycée Le Verger (Sainte-Marie - 974);-20.9286,55.4894
Lycée des Métiers -Hotelier de Tahiti (Punaauia - 987);-17.6509,-149.426
Ecole Supérieure d'Architecture des Jardins (E.S.A.J.) (Paris 20e  Arrondissement - 75);48.8571,2.39781
EGC de Valence (26);44.9168,4.91419
EGC de Rodez (12);44.3505,2.57721
CFA INSTITUT DES METIERS ET DES TECHNIQUES GROUPE FORMATION (Grenoble - 38);45.1611,5.72396
CFA EDUCATION NATIONALE DU GARD - Lycée Dhuoda Nimes (30);43.8277,4.35688
IFRIA LR- site Formeum CCI du Gard Nîmes (Pérols - 34);43.5724,3.94805
Purple Campus Carcassonne (ex-CCI Sud Formation) (11);43.2158,2.37364
CFA régional de la Cité technique Lycée La Cadenelle (Marseille 12e  Arrondissement - 13);43.3021,5.45719
Lycée professionnel Gabriel Peri (Toulouse - 31);43.5908,1.45563
Aix-Marseille Université - Site de Marseille Espace Canebière (Marseille  1er Arrondissement - 13);43.29818,5.38262
CFPPA de Vienne Seyssuel (38);45.54539,4.86239
CFA CIFAP (Damigny - 61);48.4447,0.05765
GRETA-CFA 49 - Lycée F. Renaudeau-Lycée des métiers de la mode (Cholet - 49);47.0708,-0.89044
CFA Académique - Lycée Jean Moulin (Roubaix - 59);50.6851,3.17247
NOIRETABLE ANTENNE DU LEGTA ROANNE CHERVE - CFA régional agricole Rhône Alpes (42);45.8185,3.76539
Lycée professionnel DINAH DERYCKE - CFA Académique (Villeneuve-d'Ascq - 59);50.6403,3.13606
Lycée Emmanuel Héré (Laxou - 54);48.6831,6.15133
CPBx (ENSEGID) (Talence - 33);44.8045,-0.6089
Lycée professionnel Jean Baptiste Brochier (Marseille 10e  Arrondissement - 13);43.2824,5.40375
Lycée professionnel Lumina Sophie (Schoelcher - 972);14.60987,-61.09083
Lycée Saint-Nicolas (Paris  6e  Arrondissement - 75);48.846,2.32298
Lycée professionnel Marcel Deprez (Paris 11e  Arrondissement - 75);48.8552,2.37358
Lycée professionnel Chenneviere Malezieux (Paris 12e  Arrondissement - 75);48.8475,2.37017
Lycée professionnel Le Sacre Coeur (Béziers - 34);43.3473,3.21197
CDFAA 19 annexe de l'école forestière de Meymac (Voutezac - 19);45.2763,1.42068
CESI Ecole d'ingénieurs (La Couronne - 16);45.6292,0.12106
Lycée professionnel De Kaweni (Mamoudzou - 976);-12.76978,45.22044
I.U.T. Annecy - FormaSup des Pays de Savoie (74);45.9208,6.154
Organisme de formation-Centre de formation d'apprentis CAPFORMA CCI du Var Toulon (83);43.11667,5.93333
CFA INTERPROF CH MET LOIR ET CHER (Blois - 41);47.608,1.32251
CFAI Lorraine - Site de St Dié (Saint-Dié-des-Vosges - 88);48.275,6.97628
Lycée professionnel Bertène Juminer (Lamentin - 971);16.269,-61.6392
GRETA-CFA DU MAINE - Lycée Gabriel Touchard-Washington (Le Mans - 72);47.9956,0.20331
CFA de la CCI des Vosges (Sainte-Marguerite - 88);48.2731,6.97385
Lycée Jean Cassaigne (Saint-Pierre-du-Mont - 40);43.8697,-0.48986
Lycée Saint-Jacques-de-Compostelle (Dax - 40);43.6949,-1.05786
Ecole Nationale Supérieure de la Nature et du Paysage (Blois - 41);47.5844,1.32571
Lycée Jacob Holtzer (Firminy - 42);45.3883,4.29144
Lycée Beauregard (Montbrison - 42);45.6099,4.05522
Lycée Carnot (Roanne - 42);46.0418,4.06955
GRETA-CFA LOIRE-ATLANTIQUE - Lycée Gaspard Monge-La Chauvinière (Nantes - 44);47.2535,-1.57199
LGT SAINT FELIX - LA SALLE (Nantes - 44);47.2317,-1.56051
CFA FORMA-SUP PAYS DE LA LOIRE - IUT de Saint-Nazaire (44);47.2623,-2.2676
Groupe Scolaire Saint Louis (Montargis - 45);47.9986,2.72923
Lycée Louis Vicat - CFA Académique Midi-Pyrénées (Souillac - 46);44.89518,1.48061
Lycée agricole DE SAINTE LIVRADE (Sainte-Livrade-sur-Lot - 47);44.4223,0.60617
Université Bordeaux Montaigne - Antenne d'Agen (47);44.208,0.62712
Lycée général et technologique privé Notre-Dame de Bonnes Nouvelles (Beaupréau-en-Mauges - 49);47.04905,-0.86312
CFAA 49 Edgard PISANI (Montreuil-Bellay - 49);47.1312,-0.13328
Lycée Robert De Mortain (Mortain-Bocage - 50);48.6492,-0.94155
Lycée Thomas-Hélye (Cherbourg-en-Cotentin - 50);49.6399,-1.62811
Lycée JEAN JAURES (Reims - 51);49.25802,4.04244
Lycée Colbert (Reims - 51);49.2825,4.02117
Lycée ESTIC (Saint-Dizier - 52);48.6387,4.94899
CFA de l'Industrie de la Haute-Marne (Saint-Dizier - 52);48.6432,4.94385
Lycée Immaculee Conception (Laval - 53);48.0735,-0.76818
GRETA-CFA DU MAINE - Lycée Raoul Vadepied (Evron - 53);48.1519,-0.40075
Lycée agricole Nancy-Pixerecourt (Malzéville - 54);48.7305,6.18038
Ecole Sup. Agricole Roville - Section BTS - site de Nancy (Villers-lès-Nancy - 54);48.661,6.15127
CFA des Maisons Familiales Rurales Lorraine (Vigneulles-lès-Hattonchâtel - 55);48.9796,5.69613
Lycée Charles Hermite (Dieuze - 57);48.809,6.72255
Lycée Notre Dame De La Providence (Thionville - 57);49.3573,6.16011
CFA AGRICOLE DES PYRENEES ATLANTIQUES (Hasparren - 64);43.383,-1.32386
Lycée Théophile Gautier (Tarbes - 65);43.2332,0.07191
INP-ENIT Tarbes (65);43.225,0.05297
I.U.T de Tarbes (65);43.2264,0.0485
Université de Perpignan - Antenne de Font Romeu (Font-Romeu-Odeillo-Via - 66);42.5149,2.04065
Lycée Charles De Gaulle (Pulversheim - 68);47.8322,7.30648
Lycée René Cassin (Tarare - 69);45.8965,4.44475
Lycée professionnel du 1er Film (Lyon 8e  Arrondissement - 69);45.7452,4.86889
Lycée Louis Armand (Villefranche-sur-Saône - 69);45.999,4.70529
I.U.T Jean Moulin de l'Université Lyon 3 (Lyon 7e  Arrondissement - 69);45.7485,4.83667
Lycée agricole Macon-Davaye (71);46.3067,4.73757
Lycée agricole La Germiniere (Rouillon - 72);48.0116,0.12334
GRETA-CFA DU MAINE - Lycée Raphaël Elizé (Sablé-sur-Sarthe - 72);47.8383,-0.34225
CFA DE l'ENSEIGNEMENT CATHOLIQUE DE LA SARTHE - Lycée Saint Charles - Sainte Croix (Le Mans - 72);48.0001,0.21343
GRETA-CFA DU MAINE - LP Funay-Hélène Boucher (Le Mans - 72);47.9837,0.22624
CFA-MFR Les Forges Ecole des métiers de la nature et de la forêt (La Ferté-Bernard - 72);48.1972,0.63339
Cité scolaire Jean Moulin (Albertville - 73);45.6746,6.39025
Lycée des métiers Le Nivolet - GRETA SAVOIE (La Ravoire - 73);45.5714,5.96682
Lycée professionnel Sainte Anne - CFA CREAP Caluire (La Motte-Servolex - 73);45.599,5.87735
Lycée Louis Lachenal (Argonay - 74);45.9381,6.13318
Lycée Mont Blanc (Passy - 74);45.9075,6.70615
Lycée polyvalent St Jean Bosco-Les Cordeliers - CFA CREAP (Cluses - 74);46.0594,6.57867
ENILV (La Roche-sur-Foron - 74);46.0704,6.30009
Centre de Formation aux Métiers de la Montagne (CFMM) de Tronchine à Thônes (74);45.8825,6.31625
Lycée professionnel Rene Cassin (Paris 16e  Arrondissement - 75);48.8399,2.26382
Lycée Victor Duruy (Paris  7e  Arrondissement - 75);48.8523,2.31484
CFA Stephenson (Paris 18e  Arrondissement - 75);48.888,2.35645
Université de Rouen Normandie - Campus Evreux (27);49.0283,1.14622
Lycée Vallée Du Cailly (Déville-lès-Rouen - 76);49.4628,1.04487
Lycée Galilee (Combs-la-Ville - 77);48.6574,2.55857
Lycée Pierre Mendes-France (Savigny-le-Temple - 77);48.5964,2.57677
Lycée De La Mare Carree (Moissy-Cramayel - 77);48.6282,2.57889
Ecole Nationale Supérieure d'Architecture de Versailles (78);48.8008,2.12715
Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay (78);48.7804,2.04421
Lycée Saint Exupéry (Mantes-la-Jolie - 78);48.9974,1.69372
Lycée Sainte Geneviève (Versailles - 78);48.8024,2.15426
Lycée agricole le Paraclet Amiens-Cottenchy (80);49.8111,2.38281
Lycée du Vimeu (Friville-Escarbotin - 80);50.0831,1.54758
Lycée Laperouse (Albi - 81);43.93,2.1462
Lycée agricole privé de Touscayrats (Verdalle - 81);43.5061,2.18092
Lycée professionnel Anne Veaute - CFA Académique Midi-Pyrénées (Castres - 81);43.6025,2.23436
Lycée Notre Dame (Toulon - 83);43.1272,5.95537
Lycée St Jean Baptiste De La Salle (Avignon - 84);43.9485,4.81615
Lycée Georges CLEMENCEAU (Chantonnay - 85);46.6847,-1.04959
GRETA-CFA DE VENDEE - Lycée Jean de Lattre de Tassigny (La Roche-sur-Yon - 85);46.6751,-1.40536
I.U.T. La Roche-sur-Yon (85);46.6771,-1.40498
Lycée Victor-Hugo (Poitiers - 86);46.5806,0.33776
Lycée Paul Eluard (Saint-Junien - 87);45.8926,0.89709
Lycée Jules Ferry (Saint-Dié-des-Vosges - 88);48.2872,6.95566
I.U.T Epinal-Hubert Curien - Université de Lorraine (88);48.1678,6.45238
Lycée Chevalier D'Eon (Tonnerre - 89);47.8571,3.97258
Lycée du Parc des Loges (Evry-Courcouronnes - 91);48.6363,2.42459
Institut et Centre d'Optométrie (Bures-sur-Yvette - 91);48.6911,2.15852
Lycée Georges Brassens (Evry-Courcouronnes - 91);48.6267,2.42027
Lycée Leonard De Vinci (Saint-Michel-sur-Orge - 91);48.6263,2.32612
Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay (Evry-Courcouronnes - 91);48.6235,2.42485
Lycée Paul Langevin (Sainte-Geneviève-des-Bois - 91);48.6278,2.33228
CFA-EVE - I.U.T. d'Evry Val d'Essonne - Site Juvisy S/Orge (Evry-Courcouronnes - 91);48.6917,2.37216
IUT de Sceaux-Ecole universitaire de premier cycle-Université Paris-Saclay. (92);48.7761,2.28786
IUT de VILLETANEUSE - UNIVERSITÉ PARIS 13 - CFA SUP 2000 (93);48.9563,2.34087
Lycée Maurice Utrillo (Stains - 93);48.9535,2.36994
Lycée Francoise Cabrini (Noisy-le-Grand - 93);48.8462,2.54909
I.U.T de Saint-Denis - Antenne de La Plaine - Université Paris 13 (93);48.912,2.36139
Lycée Eugene Delacroix (Maisons-Alfort - 94);48.8109,2.42614
IUT de Cachan Université Paris-Saclay (94);48.7879,2.32853
Lycée Edouard Branly (Créteil - 94);48.784,2.46678
Lycée professionnel Chateauboeuf (Fort-de-France - 972);14.6161,-61.0588
Lycée professionnel Andre Aliker (Fort-de-France - 972);14.6161,-61.0588
Lycée Lislet Geoffroy (Saint-Denis - 974);-20.8903,55.4657
Lycée Evariste de Parny (Saint-Paul - 974);-21.0266,55.2674
Lycée de Vincendo (Saint-Joseph - 974);-21.3776,55.6674
Lycée Marie Curie (Saint-Benoît - 974);-21.0772,55.7388
Institut Catholique de Lyon - IFTLM (69);45.7514,4.82694
CFA BASSIN Formation COBAS (La Teste-de-Buch - 33);44.60794,-1.15083
UFA Emile COMBES PONS (17);45.5794,-0.55253
Lycée Du Dauphine (Romans-sur-Isère - 26);45.0501,5.04222
CFAI Poitou-Charentes Maison de la formation (Poitiers - 86);46.6108,0.34641
Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social (Poligny - 39);46.8348,5.7088
Université Angers - Campus de Saumur (49);47.2641,-0.07085
CFA 3 IFA (Alençon - 61);48.4091,0.09368
Lycée La Baugerie (Saint-Sébastien-sur-Loire - 44);47.206,-1.52079
Aix Marseille Université - Site d'Aix-en-Provence (Jules Ferry) (13);43.5191,5.44918
Lycée professionnel Elisa Lemonnier (Le Petit-Quevilly - 76);49.4192,1.06055
BTP CFA Vendée - AFORBAT 85 (La Roche-sur-Yon - 85);46.6582,-1.4105
CFA antenne de CFPPA IFRIA (Pontivy - 56);48.0819,-2.97785
Lycée professionnel Sonia Delaunay (Lille - 59);50.6491,2.99655
CFA académique - Lycée professionnel Bernard Chochoy (Lumbres - 62);50.7096,2.12982
Lycée Louise Michel (Nanterre - 92);48.8897,2.19376
ECOLE SUPERIEURE D'ASSURANCES (Paris 20e  Arrondissement - 75);48.8641,2.38953
CFA DUCRETET (Clichy - 92);48.9076,2.31778
Lycée Albert Camus (Firminy - 42);45.3883,4.28304
Lycée des métiers des soins et des services à la personne La Morlette (Cenon - 33);44.8565,-0.51908
Lycée professionnel Leau (Bd) (Marseille  8e  Arrondissement - 13);43.2547,5.38557
Lycée Beau Jardin (Saint-Dié-des-Vosges - 88);48.2893,6.95287
Lycée Oratoire Sainte-Marie (Auch - 32);43.6504,0.57819
Ecole du Nivot (Lopérec - 29);48.3125,-4.01035
Lycée André Malraux (Biarritz - 64);43.4856,-1.54512
GRETA-CFA LOIRE-ATLANTIQUE - LP Olivier Guichard (Guérande - 44);47.34068,-2.42265
École Nationale des Techniciens de l'Équipement (ENTE) - Site d'Aix-en-Provence (13);43.4887,5.37736
École Nationale des Techniciens de l'Équipement (ENTE) - site de Valenciennes (59);50.3573,3.51414
CFA GROUPE PROMOTRANS (Mondeville - 14);49.1574,-0.30824
CFA CCI Deux-Sèvres - SUP'TG Niort (79);46.31667,-0.46667
CFA ASSOCIATION FRANCILIENNE DE FORMATION INTERPROFESSIONNELLE POUR LE DEVELOPPEMENT DE L'APPRENTISSAGE (Argenteuil - 95);48.9345,2.24121
CFA MFEO (MAISON FAM) (Sorigny - 37);47.2407,0.69892
Antenne de Château Chinon du CFA de la Nièvre (Château-Chinon (Ville) - 58);47.0596,3.94064
CFA CIFA PME BAYONNE (64);43.4954,-1.48028
GRETA-CFA LOIRE-ATLANTIQUE - LP Albert Chassagne (Paimboeuf - 44);47.2861,-2.02603
GRETA-CFA DE VENDEE - Lycée Jean Monnet (La Roche-sur-Yon - 85);46.6577,-1.43359
CFA André MARTELLO (Nantes - 44);47.1991,-1.60874
LEGTA La Barotte - Haute Côte-d'Or (Châtillon-sur-Seine - 21);47.8594,4.61494
CFA FORMA-SUP PAYS DE LA LOIRE - IUT d'Angers (49);47.4756,-0.56005
Lycée professionnel Toulouse-Lautrec (Albi - 81);43.926,2.13904
Purple Campus Montpellier (ex-CCI Sud Formation) (34);43.6216,3.83243
Lycée professionnel Vauban (Nice - 06);43.7075,7.28615
Lycée professionnel Marie Laurencin (Riom - 63);45.9015,3.10606
Lycée professionnel Sainte-Marie Saint-Sernin (Toulouse - 31);43.6071,1.43448
CFA Chambre des métiers et artisanat - Le Moulin Rabaud (Limoges - 87);45.8517,1.23514
Institut des métiers de l'artisanat du pays de Meaux (Chauconin-Neufmontiers - 77);48.9547,2.8599
Lycée professionnel Jean Claude Aubry - CFA IFAI (Bourgoin-Jallieu - 38);45.5899,5.29586
Institut national des formations notariales - Bordeaux (33);44.84386,-0.58041
CFA Agricole de Charente (La Couronne - 16);45.6231,0.1021
ISEN Méditerranée (Campus Nîmes) CPGE associée YNCREA (ISEN-HEI) Saint Joseph Pierre Rouge (30);43.82032,4.36898
CFA académique - Site Flaubert (Mont-Saint-Aignan - 76);49.4642,1.07441
Lycée Joseph-Marie Carriat - GRETA CFA DE L'AIN (Bourg-en-Bresse - 01);46.197,5.22398
Centre d'études forestières et agricoles (Montélimar - 26);44.5657,4.73575
Lycée Marcel Sembat - CFAI LYON (Vénissieux - 69);45.7165,4.8826
Lycée Parc Chabrieres - CFAI LYON (Oullins - 69);45.7213,4.80913
Lycée Saint Pierre - CFA de l'IFIR (Bourg-en-Bresse - 01);46.1995,5.22303
ISO LYON INST SUPERIEUR OPTIQUE DE LYON (Lyon 7e  Arrondissement - 69);45.7465,4.83287
CCI Sud Formation - CFA LR - Ets de Perpignan - CFA Sud Tourisme (66);42.6746,2.85036
CFA de l'Industrie d'Auvergne (Désertines - 03);46.3476,2.62276
CFA académique - Lycée Gustave Eiffel (Armentières - 59);50.68919,2.87196
UFA Stanislas (Wissembourg - 67);49.0352,7.96057
Lycée Françoise De Grâce (Le Havre - 76);49.4927,0.14971
Lycée Fulgence Bienvenue (Loudéac - 22);48.1847,-2.75862
Lycée professionnel Hotelier De L'Hermitage - CFA FIPAG (Tain-l'Hermitage - 26);45.0695,4.86043
GRETA-CFA LOIRE-ATLANTIQUE - LP Les Savarières (Saint-Sébastien-sur-Loire - 44);47.2107,-1.48975
MFR de Vulbens - CFA régional des MFR Rhône-Alpes (74);46.0999,5.92769
CFA CIFA PME PERIGUEUX - BOULAZAC (24);45.18104,0.72195
Lycée L'Oiselet - GRETA Nord Isère (Bourgoin-Jallieu - 38);45.5908,5.27032
CFA académique - Lycée Les Andaines (La Ferté Macé - 61);48.5861,-0.35896
UFA Lycée La Hotoie (Amiens - 80);49.8963,2.27442
CFA ECML - LP Le Pinier Neuf (Beaupréau-en-Mauges - 49);47.1987,-1.00177
CFA du groupe ESA-UFA lycée privé Orion Evron (53);48.1581,-0.4041
Lycée de Mirepoix - CFA Académique Midi-Pyrénées (09);43.0845,1.89779
Lycée Gaston Monnerville - CFA Académique Midi-Pyrénées (Cahors - 46);44.4635,1.45508
CFA - Institut de Formation Interprofessionnel de l'Allier - IFI 03 (Avermes - 03);46.5796,3.32274
Lycée professionnel Pierre Mendès France (Saint-Pol-sur-Ternoise - 62);50.3741,2.32998
Lycée Samuel Beckett (La Ferté-sous-Jouarre - 77);48.9438,3.13191
Lycée agricole Du Pflixbourg (Wintzenheim - 68);48.0731,7.28978
UFA d'AVIGNON - site de L'ISLE SUR LA SORGUE du CFA Régional Agricole Public (84);43.9253,5.03537
Lycée Edouard BRANLY (Dreux - 28);48.731,1.37806
Lycée Blaise Pascal (Villemomble - 93);48.882,2.51102
CFPPA ST ISMIER (Saint-Ismier - 38);45.2411,5.82563
CFA-EN La Fontaine des Eaux (Dinan - 22);48.4639,-2.03711
Lycée Nicolas Ledoux - Ecole du Bâtiment et des Travaux Publics (Vincennes - 94);48.8503,2.43161
BTP-CFA Le Havre - Baie de Seine (Montivilliers - 76);49.5549,0.1771
ANNEXE DE CFA CFA EN PLEYBEN LP DU BATIMENT (29);48.2214,-3.96988
ANTENNE DE CFA DU CFAI 77 DE VAUX-LE-PENIL (77);48.532,2.6791
Lycée des métiers de l'hôtellerie, de la gastronomie et des services en Périgord Jean Capelle (Bergerac - 24);44.8434,0.47741
Lycée des métiers de l'automobile et du transport Fréderic Estève (Mont-de-Marsan - 40);43.89579,-0.45843
INSTITUT DE FORMATION DE MANIPULATEURS D’ÉLECTRORADIOLOGIE MÉDICALE (IFMEM) SITE IFPS DU CHRU DE TOURS (37);47.3484,0.71381
ECOLE MANIPULAT.ELECTRO-RADIOL CENTRE HOSPITALIER (Poissy - 78);48.9179,2.02353
Institut de formation de manipulateur d'électroradiologie médicale du Campus Picpus (AP-HP) (Paris 12e  Arrondissement - 75);48.8433,2.40124
EC.MANIP.ELECTRO-RADIOLOGIE INSTITUT FORM.CARRIERES SANTE (Pessac - 33);44.7982,-0.65975
IPAC ANNECY - CFA IFA des ALPES (74);45.8909,6.11926
CFA Bâtiment (Tulle - 19);45.2698,1.78446
ISMANS CESI (Le Mans - 72);48.0192,0.15661
IPAC VILLE-LA-GRAND - CFA IFA des ALPES (74);46.2085,6.28193
Lycée Vaucanson (Les Mureaux - 78);48.9821,1.92338
Lycée polyvalent De Prony (Asnières-sur-Seine - 92);48.9042,2.28467
Lycée professionnel Brossaud-Blancho (Saint-Nazaire - 44);47.2715,-2.23477
CFA E.C. VENDEE - Lycée Jeanne d'Arc (Montaigu-Vendée - 85);46.98,-1.3117
Lycée professionnel Emile James (Etel - 56);47.6636,-3.20474
CFAI Ardennes Lycée Bazin (Charleville-Mézières - 08);49.772,4.70789
Lycée Rascol - CFA Académique Midi-Pyrénées (Albi - 81);43.9316,2.15228
Lycée professionnel des métiers Marie Le Franc (Lorient - 56);47.7444,-3.38068
Edouard Herriot Lycée des Métiers du Textile Lycée des Métiers de l'Hôtellerie et de la Restauration (Sainte-Savine - 10);48.2953,4.02943
Lycée Paul Sérusier (Carhaix-Plouguer - 29);48.2789,-3.54416
EREA Saint Exupéry (Berck - 62);50.3997,1.56562
Lycée Du Nord Atlantique (Sainte-Marie - 972);14.8058,-61.0086
Lycée Stéphane Hessel - CFA Académique Midi-Pyrénées (Toulouse - 31);43.6162,1.47556
CFA E.C. VENDEE - Lycée Saint-Gabriel Saint-Michel (Saint-Laurent-sur-Sèvre - 85);46.9594,-0.89105
CFAR Campus de Digne-Les-Bains (04);44.1017,6.23609
Lycée professionnel de L'Horizon (Saint-Denis - 974);-20.90543,55.48475
Lycée Rene Char (Avignon - 84);43.9461,4.85318
ANTENNE DE NIORT CFAI PC (79);46.3362,-0.40505
CFA Académique Midi-Pyrénées - Lycée V. Auriol (Revel - 31);43.456,2.01156
CFA DU TRANSPORT ET LOGISTIQUE AFTRAL PACA (Marseille 14e  Arrondissement - 13);43.3605,5.34214
CREPS de Nancy (Essey-lès-Nancy - 54);48.703,6.21618
Lycée professionnel Isabelle Viviani (Epinal - 88);48.1629,6.44965
Lycée professionnel Darche (Longwy - 54);49.5233,5.76509
Lycée Jean-Francois Champollion (Lattes - 34);43.5865,3.93075
Lycée professionnel Pierre Vernotte (Moirans-en-Montagne - 39);46.4361,5.72109
Lycée des Métiers Ambroise Croizat - IFA des Alpes (Moûtiers - 73);45.483,6.52808
Lycée professionnel Hector Guimard (Paris 19e  Arrondissement - 75);48.8929,2.37275
Lycée Charles Peguy (Orléans - 45);47.8892,1.89799
Lycée André Malraux - DNMADE - Graphisme - Spécialité : Evénementiel (Montereau-Fault-Yonne - 77);48.3932,2.95877
Lycée professionnel de l'Ameublement (Revel - 31);43.4503,2.01191
CFA TRANSPORT ET DE LOGISTIQUE (Pérols - 34);43.5749,3.94579
Lycée des Métiers de l’hôtellerie restauration et commercialisation de Challes-les-Eaux -- CFA FIPAG (73);45.5501,5.98283
Lycée professionnel Vue Belle (Saint-Paul - 974);-21.0453,55.3365
CFAI Alsace - centre de COLMAR (68);48.076,7.37198
